bigram	score	is-math-concept	sentence
central issue	17.49	0	# sent_id = weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0015 # text = Because Israel and any problems related to it, in spite of what you might read or hear in the world media, is not the central issue, and has never been the central issue in the upheaval in the region. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43
flat year	17.49	0	# sent_id = email-enronsent20_01-0004 # text = We have been able to keep ENA's direct group expenses flat year on year, we are trying hard to keep the corporate allocation flat year to year as well. 1 2 3 4 5 6 7-8 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
price forecast	17.49	0	"# sent_id = email-enronsent17_01-0099 # text = ESAI contributes oil and gas input price forecasts, capacity judgments, and ""herding"" ideas to develop power price forecasts for same time periods. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27"
word online	17.49	0	
manual system	17.49	0	"# sent_id = email-enronsent10_01-0003 # text = We had a pretty good idea when we signed the contract that ECS would not be able to complete that by the contract start date, so we negotiated a fall back plan under which ECS is obligated to ""assist [Transwestern] in developing a manual system to accomplish the same result and will hold harmless and keep [Transwestern] whole for all cost and expenses"" associated with the manual system. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76"
net ton	17.49	0	# sent_id = email-enronsent41_01-0046 # text = The unit of measure against which the price is quoted shall be net tons (2000 lbs) and the quantity shown shall be in net tons per month. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
gis id	17.49	0	
round interview	17.49	0	# sent_id = email-enronsent37_01-0124 # text = We will conduct first round interviews in the morning and the second round interviews in the afternoon. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
huge waste	17.49	0	# sent_id = newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053 # text = i believe that NASA is a HUGE waste of tax payers' money, but there are so many huge wastes of tax payer monies, that i find it best not to think about it. 1 2 3 4 5 6 7 8 9 10 11-12 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
perfect world	17.49	0	# sent_id = newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0055 # text = of course, in a perfect world, tax payers' money would go toward some sort of national healthcare program, and housing for the homeless, but this is far from a perfect world. 1 2 3 4 5 6 7 8 9 10-11 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
summer sea	17.49	0	# sent_id = newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0041 # text = Arctic summer sea ice will decline by 50 percent by the end of the 21st century, the assessment found, with some models predicting complete disappearance of summer sea ice. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
sea ice	17.49	0	# sent_id = newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0041 # text = Arctic summer sea ice will decline by 50 percent by the end of the 21st century, the assessment found, with some models predicting complete disappearance of summer sea ice. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
cinema industry	17.49	0	# sent_id = newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0046 # text = It is interesting to note that this company was made bankrupt by the British cinema industry due to the despotism and pedantry of George Harrison, who believed that the cinema industry would have worshiped him. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
economic threat	17.49	0	# sent_id = newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0109 # text = Add to this the economic threat posed by China, and the economic threat implicit in any substantial disruption of the distribution of Mideast petroleum to the globe. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
bronze age	17.49	0	# sent_id = answers-20111108105559AAkQd38_ans-0007 # newpar id = answers-20111108105559AAkQd38_ans-p0003 # text = They can be bleak and eerie, often very exposed, often covered with antiquities like bronze age burial mounds, stone circles and settlements--until late in the bronze age they were rich farmlands,then a change in the climate caused the skies to cloud over and rain to wash the goodness from the soil. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 50.1 51 52 53 54 55 56 57 58 59
usb stick	17.49	0	
plaster mold	17.49	0	# sent_id = answers-20111108085734AATXy0E_ans-0007 # text = For example, a set plaster mold that is to be used for clay slip casting must be dry - it gets wet pulling the water out of the slip - while a set plaster mold used for molding wax must be soaking or damp wet http://www.mikegigi.com/castgobl.htm#LGGOBPROJ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
dsl modem	17.49	0	
tank heating	17.49	0	# newdoc id = answers-20111108111010AASEk0S_ans # sent_id = answers-20111108111010AASEk0S_ans-0001 # newpar id = answers-20111108111010AASEk0S_ans-p0001 # text = is under tank heating or side tank heating better for a corn snake? 1 2 3 4 5 6 7 8 9 10 11 12 13 14
feathered foot	17.49	0	
comb type	17.49	0	# sent_id = answers-20111108092029AAsHTYP_ans-0019 # text = Comb Type: Silkies have walnut combs which is actually genetically two comb types (Rose and Pea) single is also there, but is recessive. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
vent feather	17.49	0	# sent_id = answers-20111108092643AAXe4lD_ans-0030 # text = (the younger the eaiser to tame) Look for clean smooth feathers, beak, and clean vent feathers (the feathers around the butt..dirty vent feathers means the bird is not healthy) Look for a dark eye with no circles (the older ones have a circle ring in their eyes). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58
long hair	17.49	0	# sent_id = reviews-200957-0003 # text = I walked out with 5 inch long hair on the top, 2 inch long hair on the sides, and 1.5 in the back. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26
cuban coffee	17.49	0	
replacement screen	17.49	0	# sent_id = reviews-117115-0009 # text = I called Home-Excel the next day to order a replacement screen for the window, and was happily surprised when they said that they weren't even going to charge me for the replacement screen...that it would be covered under their guarentee. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27-28 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
late point	17.49	0	
iraqi government	16.68	0	
clan elder	16.68	0	# sent_id = weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0019 # text = They also killed Shaikh Hamid 'Akkab, a clan elder of a branch of the Dulaim tribe in Tikrit. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
shiite element	16.68	0	
junior officer	16.68	0	# sent_id = weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0033 # text = Some 2,000 junior officers of the old Baath army have been recalled to duty in recent months, something Chalabi would have blocked if he could have. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
road block	16.68	0	# sent_id = weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0006 # text = Yesterday there were tens of them putting road blocks on our street and setting up mortars, they only come out in the open when Americans leave the area, then they start firing mortars indiscriminately and shooting their AK-47's in the air. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46
american soldier	16.68	0	
certain extent	16.68	0	# sent_id = weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012 # text = In the last decade, there has been a real and significant increase in childhood and, to a certain extent, adult carcinoma of the thyroid in contaminated regions of the former Soviet Union (Wi940) which should be attributed to the Chernobyl accident until proven otherwise. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
early report	16.68	0	# sent_id = weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013 # text = The prestigious IAEA (International Atomic Energy Agency) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33
nuclear power	16.68	0	# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0010 # text = They would thereby gain control of a major base for terrorist operations, which is also a nuclear power. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
fair election	16.68	0	"# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0014 # text = On the one hand, it should pressure Musharraf to take off his uniform and run for president in a fair election, and to repeal the contentious ""Legal Framework Order"" that essentially perpetuates his dictatorship. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39"
secret police	16.68	0	# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0015 # text = On the other, restrictions should be lifted on the mainstream Muslim League-N and Pakistan People's Party, who can defeat the MMA in fair elections if not hogtied by the secret police. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18-19 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
final settlement	16.68	0	# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0016 # text = On the other hand, the US should strong-arm India and Pakistan into a final settlement of the Kashmir issue. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
nuclear war	16.68	0	# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0018 # text = The Kashmir issue generates far more terrorism, and even the threat of nuclear war, than Iraq ever did. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
iron fist	16.68	0	# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0019 # text = 2) Target Israel and encourage the worst elements of the Palestinians by playing on the iron fist policies of the Sharon government. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
terrorist organization	16.68	0	# sent_id = weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0021 # text = This terrorist organization can now only pull off far less sophisticated bombings and attacks. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
muslim world	16.68	0	
arab nationalist	16.68	0	
pop quiz	16.68	0	# sent_id = weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0004 # text = ' Bush fails reporter's pop quiz on international leaders 1 2 3 4-5 4 5 6 7 8 9 10
strong supporter	16.68	0	"# sent_id = weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0040 # text = Edwards is a strong supporter of Israel, and believes that the U.S. has a vital role in promoting peace between the Israelis and the Palestinians."" 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28"
security threat	16.68	0	# sent_id = weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0031 # text = And, he didn't think he needed to know anything about South Asia, with its nuclear giants and radical religious politics--the latter a dire security threat to the US. 1 2 3 4-5 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34
american public	16.68	0	
israeli security	16.68	0	
big threat	16.68	0	
conventional army	16.68	0	# sent_id = newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024 # text = While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless. 1 2-3 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42
asymmetrical tactic	16.68	0	# sent_id = weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008 # text = The biggest threat Israel faces is not from conventional armies but from the asymmetrical tactics of Palestinian national liberation movements. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
late 1980s	16.68	0	# sent_id = weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0017 # text = At some points, as in the late 1980s, he reportedly made behind-the-scenes overtures to the Israelis to arrive at some sort of a deal. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
american invasion	16.68	0	
real threat	16.68	0	# sent_id = weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021 # text = If it is hard to see how Baathist Iraq posed any real threat to Israel, it is not so difficult to see a menace in the current instability. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
military man	16.68	0	
historical link	16.68	0	# sent_id = weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0030 # text = They have also reestablished their historical links with Lebanese and Iranian Shiites. 1 2 3 4 5 6 7 8 9 10 11 12 13
good position	16.68	0	# sent_id = weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0031 # text = It is inevitable that most Iraqi Shiites will side with their Hizbullah coreligionists against Israel, and it seems likely that Iraqi Shiites will get rich enough from Iraqi petroleum sales in the future that they will be in a good position to bankroll Lebanese Shiite radicals. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
sinhala ruler	16.68	0	
strong hint	16.68	0	# sent_id = weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0002 # text = But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
general election	16.68	0	# sent_id = weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0003 # text = And this has already drawn protests from the Tamil National Alliance (TNA) which was backed by the LTTE in the April general elections held in Sri Lanka. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
indian life	16.68	0	
indian peacekeeping	16.68	0	
peacekeeping force	16.68	0	# sent_id = weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0004 # text = Apart from the 1,200 Indian lives lost in 1987, the Indian peacekeeping force was immensely unpopular not only in Tamil Nadu and the Jaffna peninsula but also among the Sinhalese majority who considered it a violation of their country's sovereignty. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40-41 40 41 42 43
day visit	16.68	0	# sent_id = weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0009 # text = And that explains the delay in the signing of a formal defense agreement that was at the heart of Sri Lankan President Chandrika Kumaratunga's four-day visit to India recently. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24-25 24 25 26 27 28 29 30 31 32 33
